video_name,question_id,question,answer0,answer1,answer2,answer3,type,start-time/s,urgency
00887,v_00887_3,What's near me?,There is a row of claw machines on your left.,There is a row of claw machines in front of you to the left.,There is a claw machine on the left.,,resource acquisition and others,90.65,urgent
00887,v_00887_4,What store is ahead?,Haidilao.,In front of you is Haidilao Hotpot.,,,information reading,114.92,not_urgent
00887,v_00887_5,Is this Haidilao?,Yes.,,,,information reading,122.74,not_urgent
00887,v_00887_6,Did I enter the store?,"Yes, you have entered the store. To the right is the dining area.","Yes, you have passed the entrance, and the restaurant is on your right after going uphill.",Yes.,,local navigation and positioning,127.25,not_urgent
00888,v_00888_1,Is this the entrance to the restaurant?,"Yes, go straight to the end and turn left.",The entrance is on your left front.,Yes.,,local navigation and positioning,2.14,urgent
00888,v_00888_2,How many people can sit at this table?,"Can accommodate at least 4 people, and can seat people in all three directions of the square table.","This is a square table, estimated to seat 4-6 people.",At least 4.,,information reading,32.75,not_urgent
00889,v_00889_1,What did the waiter put on the table?,"Four cups are placed in front of you on the left, and a plate is placed in front of you and opposite you.","Four transparent glass cups are placed in front of you to the left, and a white dish is placed in front of you and opposite you.",,,information reading,28.09,not_urgent
00889,v_00889_2,What dishes do I have in front of me?,"The plate on the left is fruit, and the plate on the right has cold dishes.","There are two pieces of cantaloupe and a few small tomatoes in the plate in the front left, and many wakame, garlic, and meat in the plate in the front right.",There are fruits on the left and cold dishes on the right.,,information reading,94.23,not_urgent
00889,v_00889_3,Is it my fault?,Not yet.,No.,,,information reading,95.74,not_urgent
00889,v_00889_4,Is there any tissue on the table?,"Yes, in front of your right.","Yes, on the right side of the hot pot in front of you.","Yes, in front right.",,resource acquisition and others,103.21,not_urgent
00889,v_00889_5,Where is the lamb I ordered?,"In front of the chopsticks, 1m to your left.",In the left plate of the hot pot in front of you.,,,resource acquisition and others,126.64,not_urgent
00889,v_00889_6,Where is the tofu?,"Directly in front of you, past the position of the small material.",On the left side of the tissue box in front of you.,Left front.,,resource acquisition and others,146.81,not_urgent
00890,v_00890_1,What line is this?,Line 10.,In front of you is Line 10.,,,information reading,27.95,not_urgent
00890,v_00890_2,Who is the handover person?,It seems to be the staff of the subway station.,Subway station patrol officers in uniform.,,,communication and interaction,35.03,not_urgent
00890,v_00890_3,Are there any available seats nearby?,No.,,,,resource acquisition and others,53.69,urgent
00890,v_00890_4,Where is the armrest?,There is a U-shaped armrest in front of you.,There is a U-shaped armrest in front of you on your left.,,,resource acquisition and others,71.24,not_urgent
00890,v_00890_5,Where is the door?,"In front of you, go straight through.",Behind the crowd in front of you.,,,local navigation and positioning,87.03,urgent
00890,v_00890_6,Am I out?,Yes.,,,,local navigation and positioning,94.56,urgent
00890,v_00890_7,Who is the person pulling me?,He is a staff member of the subway.,It's a subway station patrol officer in uniform.,,,safety warnings,95.59,urgent
00891,v_00891_1,Is this a blind path?,Yes.,,,,information reading,1.8,urgent
00891,v_00891_2,What is this for sale?,Your left front sells fried chicken.,There is a small stall selling clavicle bones of Sichuan peppercorn chicken in the front left.,Chicken collarbone.,,information reading,9.4,not_urgent
00891,v_00891_3,Is this selling gluten?,Yes.,,,,information reading,31.36,not_urgent
00891,v_00891_4,Is there a store selling gluten ahead?,"No, in front of you on the left is a beef patty seller.","I don't know, but in front of you on your left is a stall for palace crispy beef patties.",No.,,resource acquisition and others,61.24,not_urgent
00891,v_00891_5,Is there an obstacle ahead?,There is an old man walking towards you.,There is an old man walking towards you directly in front of you.,There is an old man.,,safety warnings,62.31,urgent
00891,v_00891_6,Where are the grilled cold noodles?,I don't know.,"I don't know, no stalls selling cold noodles within sight.",,,local navigation and positioning,67.76,not_urgent
00891,v_00891_7,What did I hit?,There is an electric bike parked in front of you.,"You haven't hit it yet, but there is an electric bike parked right in front of you, and the people on the car are shopping at a nearby stall.",An electric scooter carrying people.,,information reading,78.75,urgent
00891,v_00891_8,What is this for sale?,Selling chicken collarbones.,Parents-in-law cake and crispy chicken collarbone.,Chicken collarbone.,,information reading,89.76,not_urgent
00891,v_00891_9,What is this for sale?,In front of you on the left is a seller of iron plate skewers.,The front left is a stall of iron plate small skewers.,Teppanyaki.,,information reading,101.44,not_urgent
00891,v_00891_10,What is this?,An old man is standing with a child.,There is an old man holding a child in front of you.,An old man with a child.,,information reading,107.92,not_urgent
00891,v_00891_11,What is this?,Stick.,Many wooden sticks.,,,information reading,120.14,not_urgent
00891,v_00891_12,Is there anyone nearby who can ask?,"Yes, in front of you to the left.","There is a customer with iron plate skewers in front of you on the left, and there are also two stall owners.",,,resource acquisition and others,130.65,not_urgent
00891,v_00891_13,Where is the QR code?,On the curved glass in front of you.,Alipay's QR code is pasted on the curved glass in the front right.,On the curved glass in front.,,information reading,172.05,not_urgent
00892,v_00892_1,Are there many people here?,"Yes, there are many people ahead.","Yes, there are many pedestrians ahead.",Yes.,,information reading,9.95,not_urgent
00892,v_00892_2,What is this for sale?,Selling corn.,"Sweet corn, priced at 10 yuan for 9 pieces.",,,information reading,15.57,not_urgent
00892,v_00892_3,Are all the people here selling vegetables?,"No, there is also a part that sells seasonings.","There is a convenience store and a barber shop on your left, and a stall selling various seasonings on your right.","No, there are also people selling seasonings.",,information reading,29.7,not_urgent
00892,v_00892_4,What is this?,Spicy strips.,,,,information reading,80.03,not_urgent
00892,v_00892_5,Where is the payment code?,On your left front.,"On the bracket in front of you on the left, from left to right are Alipay red envelope codes, Alipay payment codes, and WeChat payment codes.",,,resource acquisition and others,135.73,not_urgent
00892,v_00892_6,Where is the QR code?,In front of your left hand.,"Below your left hand, from left to right, are Alipay red envelope codes, Alipay payment codes, and WeChat payment codes.",On the left.,,resource acquisition and others,136.9,not_urgent
00894,v_00894_1,What is this?,A railing needs to be crossed.,In front of you is a railing about 50 centimeters high.,A railing.,,information reading,1.19,not_urgent
00894,v_00894_2,Where is the blind road?,I don't know.,"I don't know, no blind paths were found within sight.",,,local navigation and positioning,17.08,urgent
00894,v_00894_3,Is the road ahead easy?,"Easy to walk, very flat.",The road ahead is both flat and spacious.,Good to go.,,safety warnings,113.08,urgent
00894,v_00894_4,Is it going out from here?,I don't know.,"I don't know, please tell me more about your destination.",,,local navigation and positioning,124.91,not_urgent
00894,v_00894_5,How to get here?,This is a railing that needs to be crossed.,In front of you on your left is a railing about 50 centimeters high that you need to cross.,"A railing, step over it.",,local navigation and positioning,135.31,not_urgent
00894,v_00894_6,What did I hit?,Doll on the ground.,You kicked down a doll placed on the road.,,,safety warnings,157.79,urgent
00894,v_00894_7,Is the road ahead clearly visible?,Yes.,"Yes, there is a spacious road ahead on the left.",,,safety warnings,182.49,urgent
00895,v_00895_1,How to get out?,Keep going forward.,You are directly ahead of a road.,,,local navigation and positioning,0.82,urgent
00895,v_00895_2,Is there a road ahead?,"Yes, about 50m is the road.","Yes, there is a left-right road 50-60 meters in front of you.","Yes, about 50m.",,resource acquisition and others,23.03,urgent
00895,v_00895_3,Did I come out of the square?,Yes.,"Yes, you are now on the sidewalk next to the road.",,,local navigation and positioning,73.72,urgent
00895,v_00895_4,Where should I go?,Go straight.,"I don't know, please tell me more about your destination.",,,local navigation and positioning,83.36,urgent
00895,v_00895_5,Where is the blind road?,5M ahead.,Four or five meters in front of you.,About 5m ahead.,,local navigation and positioning,93.02,urgent
00895,v_00895_6,Can I cross the road here?,"Yes, the zebra crossing is in front of you on your left.","Yes, the pedestrian crossing is in front of you on your left, but it is a red light at this time.","Yes, in front left.",,safety warnings,108.7,urgent
00895,v_00895_7,Can we go now?,No.,"No, it's a red light now.",,,safety warnings,114.15,urgent
00895,v_00895_8,Can we pass now?,"Yes, the signal light is green.","Yes, the light is green now.",Yes.,,safety warnings,126.1,urgent
00895,v_00895_9,Where is this?,Bicycle lane.,"You are walking on the non-motorized lane, and the sidewalk is on the steps to your right.",,,local navigation and positioning,179.09,not_urgent
00895,v_00895_10,Where is the bus stop?,Left front step.,On the steps in front of you on the left.,Left front.,,local navigation and positioning,184.97,not_urgent
00895,v_00895_11,Have I arrived at the bus stop?,Yes.,"Yes, you need to take a step forward.",,,local navigation and positioning,198.73,urgent
00897,v_00897_1,What kind of obstacle is this?,"A big tree, you should go right.",There is a tree in front of you on your right.,A big tree.,,safety warnings,58.89,urgent
00897,v_00897_2,Where is the gate to the playground?,I don't know.,,,,local navigation and positioning,79.46,not_urgent
00897,v_00897_3,Can I go this way?,"No, there are walls and railings ahead.","No, it's blocked by the railing in front.",Cannot.,,local navigation and positioning,94.72,urgent
00897,v_00897_4,Is this the door?,"Yes, go ahead.",Yes.,,,local navigation and positioning,118.19,not_urgent
